,id,song.full_title,song.artist_names,song.lyrics,UniqueWordsPercent,AlbumName,topic1,topic2,topic3,topic4,topic5,topic6,topic7
51,51,Aliens Fighting Robots by Mac Miller (Ft. Sir Michael Rocks),Mac Miller (Ft. Sir Michael Rocks),i think this be yours uh hahaha hahaha that work too anyway guess who it be everybody yall be dead weight less great always gettin second place i tend to race ahead of pace dippin while im dress in bape then they chase catch me if you can i aint dicaprio this lucid dream will have you go like half a dose of adderall capicola sandwich be tasty from primantis im a 57 giant brandon jacob eli man girl with makeup get demand but they fake like orange tan so my girl and i be up like we some college student cram for a test that we aint study for wonder will she love me more with money cause if not im not sure what all this money for feelin like a hundred war be goin on currently soldier sent to death on some jet for the currency poison take this mercury ill teach you for a learner fee how to turn your girlfriend to a circus freak cool by the word of keith fabric by the hand of zeus actin like you fuckin with me thats some shit i cant excuse focus be on manual control the panoramic view universe you get a chance dont blow it like how a tuba work i plan to do somethin that aint tangible now im bout to hand it to the homie mikey michael rock hear what he sayin to you take a trip take a molly out with banco populari uh-huh the word round the city be he sit in a ferrari yeah i told myself i wouldnt get it im sorry thats my bad i party til my carties get foggy cant keep her hand off of me get her lock then lose the key lose it weed smoke make it hard to see we go harder than carter one excuse me baby pardon me can you fuck me like the honeymoon not sayin it comin soon but i want the real show real show get me the treatment that you gettin all the heel for heel for the shit they payin all the bill for bill for man i miss it that cake taste delicious they cant wait for vacation paid for by picture im feelin good feelin good im peelin bill im real a hell i dont front yeah i roll blunts and paper i dont fuck with faker your girl be askin me if ima take her im straight though you see im book up til april thats mine thats me i take those you tryna see some peso then shake though you get exactly what you pay for stop actin like you cant go you swaggin to the ankle i feel you baby hopefully i look familiar maybe fallin down the same rabbit hole lookin for love but you will never ever get it because it seem like it only happen when im holdin the drug and you can never ever see her because life a clich it aint a bad one first the plane land and then the bag come we walkin on this planet seekin action break a girl heart sorry m jackson fallin down the same rabbit hole lookin for love and you will never ever get it because it seem like it only happen when im holdin the drug and you can never ever see her and it dont stop til the alien fight the robot and all the lady take their clothes off im here with mikey and we gon rock this some shit you wont top uh-huh i say it dont stop til the alien fight the robot and all the lady take their clothes off im here with mikey and we gon rock this some shit you wont top top uh cheah im so high what you think about that baby on some other shit that tend to make me act crazy fifteen thousand blow it on clothes six in the mornin still sittin here throwed im buggin out buggin out i wonder if they know pull up to her house and i wonder if she home buggin out buggin out i wonder if they know pull up to her house and i wonder if she home can i have some,0.425561797752809,Macadelic (2012),0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.9974
52,52,Vitamins by Mac Miller,Mac Miller,well take your vitamin well i be on my way to meet up with this woman that i met the other day while i be on my break to smoke cigarette i hit her up she have some weed and told me come through we should smoke bring a pair of l dont bring no money baby i aint broke so im walkin up the stair to the porch knock against the door heard some foot against the floor the door have open up and it be her she told me hurry come right in leave your shoe up by the furnace we just put new carpet in she ask me bout my day then sat me down told me we should have some fun there aint nobody around she get this crazy pill the other day when she be on her way to work told me it would make my problem go away and fix the hurt that i have well that dont sound bad down the hatch kinda nervous just relax she say rubbin on my back well i aint really into drug but fuck it ima take a trip and ima love it love it i dont know what happen to me but a soon a it hit me i be fuckin free it take me to somewhere off the map and i dont think ill ever find my way back back i left right after that and start drivin to my house where i reside i be high and possibly a little fuckin out my mind cant remember where i live it aint like i just bought this house i say fuck it take a breath open my door and just jumped out and it funny cause i didnt even hit against the road i just go right through the ground and start floatin on my own i see color different color like they glowin and theyre light they be glowin like they glowin in the dark but it be bright thats alright this shit crazy what the fuck she have me take if this kill me ima come back haunt her every single day a i wait sittin somewhere that i never see feel like i forever dream just imagine set a scene power and imagination get all my surroundings changin found a place to drown my brain in somethin like it outer space but nothin like the picture from the astronaut they show me back at school when they told me drug be bad oh man oh man they have me fool i dont know what happen to me but a soon a it hit me i be fuckin free it take me to somewhere off the map and i dont think ill ever find my way back back,0.4258064516129032,Macadelic (2012),0.0007,0.0007,0.0007,0.0007,0.0007,0.996,0.0007
53,53,Fight the Feeling by Mac Miller (Ft. Iman Omari & Kendrick Lamar),Mac Miller (Ft. Iman Omari & Kendrick Lamar),uh close your eye so watch her do the macarena somewhere out by pasadena love a drug that everybody here just tryna get a taste of you a waster of the space that you take up livin this time around im not kiddin i have an intuition bout these woman and suspicion get me lookin at shit different how a man in my position cant start slippin down these slope cause it all just downhill from there a a kid i didnt learn that but now im aware when you a youngin you just tryna live your life and have some fun in a world where you have yet to see how evil it become it hard to have a dream when you deep inside of one and i know you hate them spirit so i keep em in my lung im a beatle to these young kid but sometimes i be feelin like a needle to these young kid you have the world you bout to leave it to these young kid and we gon show you what the love be stay high go for what you know let it in your mental and dont ever let it go it wont stop you cant fight the feel feel you cant fight the feel no it wont stop you cant fight the feel feel you cant fight the feel no uh and i keep a couple most dope homies by me so there aint too many time it me myself and irene we stay smokin through the night wake up do some tai-chi homie cant you see im chillin please dont fuck up my chi yeah my jacket y-3 recently be up on fashion waste a bunch of money kinda stink of satisfaction fell asleep at hollywood woke up in manhattan ballin like im jordan but im fresh a mar blackmon a penny for your thought a dollar for your dream a price on a idea we never can agree they tell you what to know but it well to believe so why you tryna act like what you never gon na be still i tell em fuck what you know im feelin comfortable just continue livin life cause enough of em dont you spent your day countin every single penny make restart now cause we comin for you anyways stay high go for what you know yeah let it in your mental macadelic and dont ever let it go it aint never gon stop cause you cant fight the feel no feel you cant fight the feel no uh i told you it wont stop cause you cant fight the feel feel you cant fight the feel no sometimes i wake up up in the morning make her wrap this much make-up off my bed soon a shes yawnin take up hour upon day just to find power shit to say but you wont hear it even if your ear be pierce with beat by dre i mean the sun be slowly fallin we all surely should die eventually so whats your call oh you left your phone behind identity crisis break mirror vice steer u through wickedness jesus christ be right near u and devil say you owe ten percent sell your soul i know sell your soul and youre hopeless my focus stare at elopin on boat that float in the open of ocean that coast the line on the margin i rhyme you chokin or soakin up game im hopin you picked the second one shame the emotion of jealousy that youre holdin youre tellin me that youre golden but really cubic zirconia let me see ill break you down like a pound of fire whenever your tactic be mighty clever but even if youre mayweather you you cant fight the feel feel you cant fight the feel no it wont stop you cant fight the feel feel you cant fight the feel no fuck me i want you to fuck me i want you to fuck me i want you to fuck me oh yeah oh fuck oh fuck oh fuck dont stop stop,0.41509433962264153,Macadelic (2012),0.0004,0.0004,0.0004,0.0004,0.0004,0.9975,0.0004
54,54,Lucky Ass Bitch by Mac Miller (Ft. Juicy J),Mac Miller (Ft. Juicy J),again and again and again and again ol ratchet a bitch do it again do it again fuck me i see you out there fuck me tryna get your hustle on fuck me aint no nigga gon na pay your muthafuckin bill bitch fuck me pay your own shit i dont give a fuck ho baise-moi do it again do it again mac miller tell these hoe whats up man fuck she sayin fuck me fuck me she like it rough and thats rugby im partyin where there drug free this life i live it dont come cheap leave a hand print on her butt cheek she give me head while i puff tree im on drug she on drug her nose just get bloody woo sniffin coke line off my dick she ridin on that train train she crushin down that powder im puffin on this sour be fuckin her for hour and i still aint get my nut nut you fuckin with that molly she aint gon let you bust uh blaow give me some while i hit the blunt im in ya spirit let me lift it up if daddy come get my shit and run he gon see my a go get his gun you a devil bitch let me tell you that feel like i be to hell and back you textin me addict you need me you miss it she crazy she nasty every day she harass me im fuckin her to sleep and then she pay for my taxi goddamn the sun be comin up thats the last time that im gon be fuckin with them drug yup she get a bunch of money money spend it all on drug drug mobbin with her bitch bitch never fall in love love dumpin out that yayo yayo sniffin all it up up go ahead and hate her cause everybody do goddamn thats a lucky a bitch a bitch goddamn thats a lucky a bitch a bitch goddamn thats a lucky a bitch a bitch goddamn thats a lucky a bitch a bitch she get money drug and freedom freedom blunts be what she cheefin cheefin she aint get a job but fuck it she dont need one no drive drunk she swervin swervin tryna fuck she certain certain run around and stumble down hit her head she hurtin drunk a fuck sniffin pill wildin out tell the bitch to chill cup of syrup and a blunt of purp which one of my homies gon fuck her first woo she in love with drug that pussy get lick up picked up then dicked down bitch tell me who rich now rich now you fuckin with the most dope knucklehead gettin money fuck the fed yeah that stevie wonder bread bread aint a rookie uh that bitch be famous snooki one thing i wont do whats that pay for pussy she get a bunch of money money spend it all on drug drug mobbin with her bitch bitch never fall in love love dumpin out that yayo yayo sniffin all it up up go ahead and hate her cause everybody do goddamn thats a lucky a bitch a bitch goddamn thats a lucky a bitch a bitch goddamn thats a lucky a bitch a bitch goddamn thats a lucky a bitch a bitch im trippy mane lookin for a trippy chick trippy chick that like to get fuck up and do some trippy shit mm-hmm paper plane roll up i call em trippy stick mm-hmm weed pill and the drank codeine she with it juicy get money and juicy get bitch yep smokin and drinkin that charlie sheen liquor yep up in this bitch yep keep two hoe with me yep poppin them superman pill gettin freaky they freaky i like double d uh-huh she like double d bitch shawty cant lose bitch she play on both team they goin hell in her mouth uh-huh her becky fire fire molly pill orange juice get that bitch wire she high all my hoe get money and they keep me high yessir then i line em up for a mnage trois let go she get a bunch of money money spend it all on drug drug mobbin with her bitch bitch never fall in love love dumpin out that yayo yayo sniffin all it up up go ahead and hate her cause everybody do goddamn thats a lucky a bitch a bitch goddamn thats a lucky a bitch a bitch goddamn thats a lucky a bitch a bitch goddamn thats a lucky a bitch a bitch again and again and again and again trippy do it again do it again some high a music man this shit get me fuck up right now this music have get me in a trance im stone like a motherfucker nigga 2050 trippy shit yes i be high for the rest of my life be that good for you be that good for you be that good for you,0.3034647550776583,Macadelic (2012),0.0003,0.0003,0.0003,0.0003,0.0003,0.9979,0.0003
55,55,The Mourning After by Mac Miller,Mac Miller,mornin after my lung hurt eat your pussy just to show you how my tongue work it funny how we fuck but fell in love first be three year i wish i finally trust her she make me feel like how them drug work itchin for my fixture when she go the love hurt i just get her temper i just need somebody i can vent to someone get me stone be my emma left your lipstick on the glass of your daiquiri ruby red usually end up tragically work of art you could be my masterpiece but you fast asleep somethin bout the pain make me want more do a lotta drug never felt like this before i hope one day it all make sense itll all make sense and you could have it all tell me what you need believin all them silly thing you read i hope one day it all make sense one day itll all make sense uh then she wake up cryin while she puttin on her make-up trap inside her love for me aint no escape for her you wan na leave say the word but she cant lookin in my eye be everything okay she lie put on her disguise play it safe cause weve be fightin for the past three week she keep this one inside she dont wan na seem weak strong baby tell me whats be goin on i dont wan na be sober long so you need to get me high again i get all this money we could try to spend until we strung out like a violin come back to life then we die again little angel wheres your halo somewhere above them horn somethin bout the pain make me want more do a lotta drug never felt like this before i hope one day it all make sense itll all make sense and you could have it all tell me what you need believin all them silly thing you read i hope one day it all make sense one day itll all make sense uh you get me high girl scar to overdose i dont sleep much when i do im comatose may i propose a toast someone usually do to our fuck up love you get me high girl scar to overdose i dont sleep much when i do im comatose propose a toast someone usually do to our fuck up love somethin bout the pain make me want more do a lotta drug never felt like this before snort exhales and you could have it all tell me what you need believin all them silly thing you read dont cry it okay itll all be over soon,0.3876651982378855,Macadelic (2012),0.0006,0.0006,0.0006,0.0006,0.9963,0.0006,0.0006
56,56,1 Threw 8 by Mac Miller,Mac Miller,what be you afraid of what be you afraid of what be you afraid of what be you afraid of uh what be you afraid of what be you afraid of one-two one-two uh tell me your fear sometimes i see the be everything okay uh tell me your fear sometimes i see the world for how fuck up it really be i tell myself ill be the one to make a change in it i could die tonight not make it to the sunrise then i couldnt heal the pain in it im gettin high to forget about the low though get a pay check spend it all on polo designer brand cover up my insecurity personally i aint nothin but an average joe though now im dressin so expensive for no reason cold world we livin in it below freezin i get some fam who cant afford a coat so i leave a little paper there before i go spent a thousand on a hotel they poor and broke make me wonder who im prayin to before the show this a letter to whoever im just tryna set you free remember love if you cant remember me dear people on earth after i die whats the weather like one two three four five six seven eight and i aint perfect but i try hey i wonder if ill maybe get a second life this time ima get it right it either god or the devil with these drug im on i dont know if we be meant to see it all like this still plantin seed so my money long money addict it a habit that palm gon itch i wish we could just all get rich sometimes not havin money be all i miss and yeah these hoe be all up on my dick the all american girl thats just a blonde hair bitch be i suppose to have some thought like this could we figure out what god mightve miss it funny that these question never get an answer life a bitch sometimes you get ta reprimand her never understand her why should i even try live forever then youll never feel the need to die this a letter open it to set you free remember love and remember me dear people on earth after i die whats the weather like one two three four five six seven eight and i aint perfect but i try hey i wonder if ill maybe get a second life this time ima get it right what do it mean to be a sensation do you have to be sensational and how you know you make it when youre with killa cam watchin paid in full i never have good grade in school but shock the world be what i come to do i get a song i wan na play for you so can you sing that back to me i say what do it mean to be a sensation do you have to be sensational how you know you make it when youre with killa cam watchin paid in full i never have good grade in school but shock the world be what i come to do i get a song i wan na play for you so can you sing that back to me,0.38420107719928187,Macadelic (2012),0.0006,0.0006,0.0006,0.5232,0.0006,0.4739,0.0006
57,57,Ignorant by Mac Miller (Ft. Cam'ron),Mac Miller (Ft. Cam'ron),whoop have to throw one of those in there uh this that motherfuckin millionaire music ya feel me chyah you cant believe it this ridiculous belligerent whoop oh my bad im just killin shit im killin shit whoop a girl a girl a bitch a bitch a bitch a bitch whoop smart dude we gettin ignorant this ignorant let go you cant believe it this ridiculous belligerent whoop oh my bad im just killin shit im killin shit whoop and a girl a girl a bitch a bitch a bitch a bitch smart dude we gettin ignorant this ignorant whoop hey so i just bought another rollie and that shit be goldie hawn hawn well get it before it go cause my shop be open long long i stay smokin on that strong strong im smokin on that strong strong then go and take a handful of drug what the fuck be goin on whoop bein rich well thats fun a hell these bitch come like they under spell yo mr job you see im a mac but im rollin deep like adele dell im robert downey jr you more like steve carell whoop so get smart no head start put a lion on a gazelle you tryna rhyme cause you idolize what i design for myself self but it hard to find these bar of mine so columbine yourself blaow i dont hate ya bitch just fakin rich i get paper like grade at cambridge im best friend with my banker shit give fifty rack just to make a wish brand new crib im paintin it half a mil just paid for it no thanksgiving parade in this but we marchin like the saint come in so run and hide eye open wide cause this gon be your jam jam just burn a dutch then turn it up a i pa it off to cam damn hmm hmm i get that mac with me hmm hmm i get that mac with me hmm hmm i get that mac with me hmm hmm i get that mac with me yo this ridiculous belligerent whoop oh my bad im just killin shit im killin shit whoop and a girl a girl a bitch a bitch a bitch a bitch smart dude we gettin ignorant this ignorant uh i get that mac with me yo we never met before but therell be a mess for sure yep when i be a baby my crib be mom dresser drawer yep infrared blastin gun duckin shot another k another tank another glock another glock they smokin weed shippin e crushin rock crushin rock forget the porsche they want your baby mother boxed mother boxed and you pamper honey pamper honey word he pamper honey pamper honey and she suckin dick for formula and pamper money damn and a real thug dont play that laid back where the mac and the k at yayo turn to the straight crack maybach black with a gat wont say jack say jack say jack say jack say jack say jack say jack i get that mac with me hmm hmm i get that mac with me hmm hmm i get that mac with me hmm hmm i get that mac with me hmm hmm i get that mac with me this ridiculous belligerent whoop oh my bad im just killin shit im killin shit whoop and a girl a girl a bitch a bitch a bitch a bitch smart dude we gettin ignorant this ignorant uh i get that mac with me why be we here,0.3612040133779264,Macadelic (2012),0.9973,0.0004,0.0004,0.0005,0.0005,0.0005,0.0005
58,58,The Question by Mac Miller (Ft. Lil Wayne),Mac Miller (Ft. Lil Wayne),sometimes i wonder who the fuck i be sometimes i wonder who the fuck i be uh yeah want you to feel it man my voice probably sound mad raspy right now i want you all to feel it yeah so step up on the mic and uh show em what you get tiger aight look uh sometimes i wonder who the fuck i be so ive be lookin in the mirror and it still dont make no sense im askin what be i suppose to do do so much in my short lifetime but i havent do shit i do flew around the whole world first i shook a million hand then i take a million picture but im a hostage in my own world yeah my thought my own enemy get no time for these bitch i get too much on my damn mind so if i add some more stress i just dont see how ima cope i think they underestimate the grind i do to bring this dough and im only 20 year old i wonder why i sip this devil juice cause it feel incredible problem i get several thank god that none of that medical uh ive be bless with much to be expect what be i do here i wonder what be i do here what be i do here uh what be i do here i hope this feelin last for fuckin ever i dont wan na come back down let me stay above the ground i hope i do what i be meant to do cause ive be searchin for that answer i just hope i get it now please let me find euphoria when you up above the cloud like who gon touch me now and do we ever get to know the truth cause everybody seem to have it but to me it seem they lack it now im rollin and im sippin lean sometimes i catch a buzz just to help me picture love drinkin liquor and im smokin weed and you dont ever do too much if you could never do enough wonder why it me instead of you ill be there to rescue you problem you get several thank god that none of that medical uh ive be bless with much to be expect what be i do here i wonder what be i do here what be i do here what be i do here uh sittin in my bentley thinkin bout these hoe all i do be kill em i kill em like nicole simpson flag crimson smoke em like winstons i just bought a new chopper i treat it like an infant im lightin up a stogie it longer than a hoagie situation gettin fishy and i dont eat anchovy fuck the world kill em all she answer when i call if the cop pull u over she gon hide it in her drawer see i come from a place where star never shine and drama be accepted credit card be decline everybody get ta die but i aint everybody if that ho play with me i whoop that chick like terrence howard im a pimp i aint lyin but that be not important im just tryna buy time but cant really afford it sayin aint that a bitch but i hope that bitch be bad i feel like money in the trash like what be i do here whoa i wonder what be i do here yeah young mula baby what be i do here what be i do here,0.40468227424749165,Macadelic (2012),0.0006,0.0006,0.0006,0.0006,0.0006,0.9964,0.0006
59,59,Angels (When She Shuts Her Eyes) by Mac Miller,Mac Miller,uh i fuck around with amnesia pour 4 inside of my liter one day im a get it all clean up right now ima dirty my jean up this what i do start the day picture bring back all the pain all that shit thats hard to say have a vision lose it way this planet different that we live in yeah i bet it be product of the new world you stuck in genesis and im just tryna rep my city right like bettis do i get a crazy girl thats fill with all these fetish plus she can get me high when im feelin low fill my cup with purple baby drink it slow and i can take you anywhere you wan na go dont dont be afraid dont be afraid i told her please dont take this back from me this feelin come so naturally exactly what i wan na do im actin so erratically you get me high hold me there this be real girl dont be scar it only fair i warn you that love a drug that can kill you get your open heart id have it never grow apart or last forever hopin youll remember what i tell you lookin in your eye dont be afraid of what can get you high just hold me tight and watch the second fly i i i i i wonder where will i meet the perfect girl that i dream of and i dont need no huge tit im cool with just a good b cup uh youre now free to ball build it up then keep it all she dont need to call if love a land then we could fall could we drop that and say everything that weve not say im tell you that you hard to trust you sayin i get a hard head this forever dont you ever think to let me go and if im talkin to the world i need to let em know she can get me high when im feelin low fill my cup with purple baby drink it slow and i can take you anywhere you wan na go dont dont be afraid dont be afraid i told her please dont take this back from me this feelin come so naturally exactly what i wan na do im actin so erratically you get me high hold me there this be real girl dont be scar it only fair i warn you that love a drug that can kill you get your open heart id have it never grow apart or last forever hopin youll remember what i tell you lookin in your eye dont be afraid of what can get you high just hold me tight and watch the second fly i i i i,0.3582089552238806,Macadelic (2012),0.0007,0.0007,0.0007,0.9961,0.0007,0.0007,0.0007
60,60,Sunlight by Mac Miller (Ft. Iman Omari),Mac Miller (Ft. Iman Omari),check it out uh-ah-ah top of the morning to you you know it be so dark outside that ithat i figure id turn a couple motherfuckin light on real quick uh i aint talkin bout nothin with a flow so disgutin ashtray by me that i get ta dump my gut in need substance feed it to the public no one gon touch it like my poppy old musket roll up to the function eatin all the funyuns sentence keep runnin word to double e cummings when people say to me it doesnt mean nothin bumblebee buzzin cause the trouble need lovin wonder who really give a fuck what i have to say those be the people to which i dedicate this rap today your shit be fragile if i have to ima crack your face monday to saturday im actin like a basket case while sunday im goin golfin with my callaways or watchin football word to joey galloway take a shower start singin like al green from outside it probably sound like some loud scream always have child dream and nightmare my music like the airport i hop on a flight there wan na go to monaco to see what it like there roll up in a pair of nike air just like yeah wassup here i be lookin in the mirror and all i see be me im at peace go rent out a penthouse forget all my problem the thing i regret now be go by the mornin my life be startin im ready a i ever be pencilin my schedule that i get ta move on from mistake number one album always givin you mixtapes and thats what ima do until im richer than bill gate it aint all about money for me though i do this for the people who need a boost in their ego work a lot im an addict not a fiend though get up get out and get somethin word to cee lo bottle of clicquot a couple of cristal may head to la like im chris paul bout to go platinum off of miss call so all of yall can lick ball ha ha yeah just you know run from the dark and into the light you know you know youre gon na find your way out run from the dark and into the light oh-woah you know youre gon na find your way just run to the sunlight just run to the sunlight just run to the sunlight just run to the sunlight,0.52,Macadelic (2012),0.0007,0.0007,0.0007,0.0007,0.0007,0.9957,0.0007
61,61,Clarity by Mac Miller,Mac Miller,clarity clarity clarity figure all this out i aint gon na take a charity marry me wish everyone could shake and play the tambourine perfect i know i love you i aint tryna let those word slip pure bliss i knew that we would stay together we in cursive la-la-la-la-la-la-la-la la-la-la-la-la-la-la-la la-la-la-la-la-la-la-la la-la-la-la-la-la-la-la infatuation when every single move you make be fascinatin gravitatin towards anything that give a sense of happiness activist love activist sendin my love for girl who get some cut at their wrist hope you found what you lookin for i hope you find what you lookin for you take away the pain and i thank you for that if i ever get the chance bet im payin you back ima be waitin for that ima be waitin for that misery you represent love you the epitome so wish for me ill come out of nowhereyour epiphany disconnect from everybody who dont understand my vision yet in a jet be where my mind be so i light another cigarette to calm me down la-la-la-la-la-la-la-la la-la-la-la-la-la-la-la la-la-la-la-la-la-la-la la-la-la-la-la-la-la-la so calm me down everybody who can save me now be not around chopper down busy today but can you tell me how tomorrow sound in between purgatory aint a bad a it would seem to be live a dream thats so clich but i can tell you what it mean to me you take away the pain and i thank you for that if i ever get the chance bet im payin you back ima be waitin for that say ima be waitin for that waitin for that oh-oh-oh-oh oh-oh-oh-oh oh oh-oh-oh oh oh-oh-oh,0.49818181818181817,Macadelic (2012),0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.9936
62,62,America by Mac Miller (Ft. Casey Veggies & Joey Bada$$),Mac Miller (Ft. Casey Veggies & Joey Bada$$),uh uh macadelic america im in a room fill with holographic image path be limitless death well thats ridiculous ima live forever cause a legend never die see the world a simple but complex in the design i spent some time just thinkin where do that get me high more drinkin now my head empty so can it last a couple minute more pain a funny thing when you cant figure out the source bear witness while im checkin bitch off my hit list try to understand the fuckin message i encrypt ancient halucinatin vision of utopia until i figure out that the perfect world a lonely one never hold my tongue vocal a a load gun and ima shoot somebody in the face if they too slow to run mac miller im the only one but im the coldest one this be pandemonium get my middle finger up with a cup and a dutch split uh hand on my nut when im wilin out in public yeah welcome to america uh motherfucker welcome to america yeah my middle finger up with a cup and a dutch split uh hand on my nut while im wilin out in public yeah welcome to america uh motherfucker welcome to america yeah still in a room fill with holographic image crushin information into powder then im sniffin it directly to my head never sleep or use my bed iller than the future death of you ingestin sudafed might head to budapest just to get a gucci vest hop into a jet get some rest to diffuse the stress uh see this be what i do the best nothin that you get except the bullet gettin through my chest save hard a braveheart a warrior i take part to stay far from coroner i heard some corny word say about my music though talkin all that shit sound exactly like a groupie ho most dope get you hooked yellin rufio first you lose your mind then you lose your soul so what you talkin about thinkin you out of option american born impeccable form above and beyond never the norm get my middle finger up with a cup and a dutch split uh hand on my nut when im wilin out in public yeah welcome to america uh motherfucker welcome to america yeah my middle finger up with a cup and a dutch split uh hand on my nut while im wilin out in public yeah welcome to america uh motherfucker welcome to america yeah yo chick live in pittsburgh bet i steal her shout out my wigga mac miller comin up in a world full of killer ill be shade up at the villa with a girl that know what the deal be yeah they know i come from the illest city on the map we dont know how to act ah realest young rap go-getter in america bad chick get toss around like the merry-go cv and mac meezy takin off on pjs we the future so every night be a new day sittin in the studio chain on and my hat low young visionary and we sellin out the rap show i can trigger the wave in my sleep name pave i feel like i be engrave on the beat ah wake up shower get paid and repeat spit one flow and get make on the street welcome to the land where you never stay for free swag worth a mill drop cast let it deal veggie get my middle finger up with a cup and a dutch split uh hand on my nut when im wilin out in public yeah welcome to america uh motherfucker welcome to america yeah my middle finger up with a cup and a dutch split uh hand on my nut while im wilin out in public yeah welcome to america uh motherfucker welcome to america yeah bout to drop hot shit runnin out of patience nigga not sick rollin up the dankest loud plane goin mach 6 rise to the top and topic change to glocks and the stock exchange now watch the price of life on the block drop insane you cant stop this reign dont name-drop in vain inhale toxic flame from tropic strain it awkward strange last week he be nothin boxer stain now everybody love him and chick offer top for fame to the top i aim testin water so ive be afloat no deal but flow so real he be in the scope sun get shine now they say he shady but he never dippin though still facin l you would think a nigga win be low what you think im in this for wont stop til the nigga who invent dope end the flow or behind bar droppin prison soap beggin for forgiveness but it business though im record spittin guinness flow get it up in source now he in the store,0.4313487241798299,Macadelic (2012),0.0003,0.0003,0.0003,0.0003,0.0003,0.998,0.0003
63,63,Fuck 'Em All by Mac Miller,Mac Miller,take me take medo you miss me can we stop now melt with meare you okay im never gon na let you gotouch meplease dont go where be we do you miss me please dont gowake uptouch me where be we i have a vision to add the gift of subtractin limit if everything be go tomorrow who would miss it and if i pack my bag and move away who would visit if you knew what you should say who would listen yeah im talkin bout a new religion somethin to feed off we searchin for it like group of pigeon kinda futuristic yeah it cool we different cause what i do terrific im just hopin you can feel it yeah so tell me if you can be you numb enough can you listen in i would lose it all to show em id get rich again but matter fact fuck that cause i dont give a damn you see it simple when it only cigarillo in the world no one should feel you dont expect it from a little man fuck empty my glass be fill countin rise daisy and daffodil chill get your money fuck em all everythin could be go tomorrow what if it go tomorrow get your money fuck em all get your money fuck em all everythin could be go tomorrow everythin could be go tomorrow so get your money fuck em all i say my prayer but i dont know who they to layin on my back lookin through the roof just tell me be i gettin through to you stickin to it super glue it make it beautiful fuck what be i missin speak to your soul so shut up and listen gim me a reason to pop gettin me goin aint lettin me stop head to the top it well they not call me a phony so they sendin me shot i get a girl we in love she my money she my drug this my pain this my pleasure last forever keep me up late at night tell me it alright i believe her i dont question she who know me best i know you wouldnt either somethin happen when i see her it right out of a fairy tale get some shit she goin through it something that she handle well life a bitch but she my bitch gold rollie and it timeless yeah get your money fuck em all everythin could be go tomorrow what if it go tomorrow get your money fuck em all get your money fuck em all everythin could be go tomorrow everythin could be go tomorrow so get your money fuck em all we all wan na know what to do in this world when it seem that there nothing left and we dream just to dream but we dont know exactly how to get there yet and we all wan na know what to do in this world when it seem that there nothing left and we dream just to dream but we dont know exactly how to get there yet get your money fuck em all everythin could be go tomorrow what if it go tomorrow get your money fuck em all get your money fuck em all everythin could be go tomorrow everythin could be go tomorrow so get your money fuck em all macadelic,0.35575221238938054,Macadelic (2012),0.0006,0.0006,0.0006,0.0006,0.0006,0.8364,0.1604
64,64,English Lane by Mac Miller,Mac Miller,dont even know my schedule level reachin several rise petal deliver make you feel special they thought the money shouldve change it slide still blue why the world keep tryin to paint it when the life around you change try to keep your sameness try to keep your brain maintainin through the lameness lameness sometimes i just wan na go back to blue slide park the only place i call home home i hope it never all go go dont think it ever all go go sometimes i just wan na go back to blue slide park the only place i call home home i hope it never go forever long forever long,0.5309734513274337,Blue Slide Park (2011),0.0021,0.214,0.0021,0.0021,0.0021,0.7757,0.0021
65,65,Blue Slide Park by Mac Miller,Mac Miller,blue slide park it blue slide park man uh it fuckin blue slide park hey i get these ray-ban shade kinda look like somethin lennon would rock it seem like now i get a couple bag whenever i shop louis shoe polo sock some name brand dumb shit logo never make a man but im still blowin thousand on it no clue what im callin my album fan be at my van screamin callin me malcolm never knew the outcome be this much cash now bank account lookin like a george jung stash house young and actin out the topic that i rap about be varyin from politics to bitch pullin a out thats exactly how i do this a a rapper im nuttin in her mouth you tongue kissin her after daughter mom kinda want me neuter but they also want the kid to cum right on they cooter have the music soundin well than guitar tuner plus im doin show daily call me jon stewart so who you know thats iller than mac miller and company it like i plant money seed right underneath the fuckin tree now i get a hundred g so none of yall can fuck with me yeah i say it publicly so run and tell your mother motherfucker i say run and tell your mother motherfucker hold up jerm let me spit the second ayo i breeze past hater in the e-class quickly in deep do a hundred song and thats this week shit keep goin on and on we just tryna go banana like it donkey kong yeah on my grind always need to work so i be eatin good you be eatin dirt if you talkin shit you gon see me smirk while the dj be scratchin til the needle burst a couple screw probably loose in my head holler at my girl tell her bring that doobie to bed im a regular guy with an irregular life except im a lamborghini if it racin a bike who knew that i can turn-turn sound into somethin so cool fresh kid see me im bustin the move comin in soon to a theater near you creep in your kitchen start eat your food girl tryna fuck i dont be in the mood no time for pussy when money in the room ooh i switch flow switch rhythm sick spittin unlimited ammunition hey blue slide park,0.598014888337469,Blue Slide Park (2011),0.0006,0.0006,0.0006,0.0006,0.0006,0.9961,0.0006
